2,4
3,12
4,25
5,40
6,57
7,89
8,95
9,186
10,161
11,176
12,305
13,286
14,328
15,329
16,493
17,370
18,668
19,385
20,659
21,739
22,694
23,747
24,1005
25,974
26,979
27,1372
28,1039
29,916
30,1299
31,989
32,1845
33,1403
34,1497
35,1315
36,1365
37,1455
38,1862
39,1630
40,1883
41,2146
42,2213
43,2820
44,2546
45,2106
46,2738
47,2513
48,3355
49,2286
50,2676
