1024	131932.92
2048	165732.48
4096	350857.47
8192	738996.69
16384	1595424.18
32768	3387111.25
65536	7397181.67
131072	1.600876666E7
262144	3.611764252E7
524288	7.701824202E7
1048576	1.6835378037E8
