1024	127971.26
2048	154901.28
4096	330882.83
8192	717674.18
16384	1563495.82
32768	3210492.11
65536	7007098.37
131072	1.511987299E7
262144	3.429681746E7
524288	7.400438128E7
1048576	1.6630703123E8
