1024	226610.02
2048	287069.97
4096	534133.32
8192	1057586.69
16384	2138593.29
32768	4484325.81
65536	9535601.63
131072	2.01720833E7
262144	4.82488329E7
524288	1.1358109625E8
1048576	2.5200589215E8
