1024	166215.34
2048	175434.12
4096	311951.63
8192	499861.26
16384	1079635.36
32768	2090322.06
65536	4333446.7
131072	8879683.76
262144	2.722857632E7
524288	6.860176833E7
1048576	1.7740052039E8
