1024	253953.3
2048	247213.35
4096	488888.29
8192	1130169.55
16384	2083124.56
32768	4430865.84
65536	9323622.95
131072	1.984824123E7
262144	4.75980833E7
524288	1.1506162416E8
1048576	2.5136326285E8
